Country Name,Country Code,Region,Income Group,Net Migration 1962,Population 1962,MigrRatePopn1962,Net Migration 1967,Population 1967,MigrRatePopn1967,Net Migration 1972,Population 1972,MigrRatePopn1972,Net Migration 1977,Population 1977,MigrRatePopn1977,Net Migration 1982,Population 1982,MigrRatePopn1982,Net Migration 1987,Population 1987,MigrRatePopn1987,Net Migration 1992,Population 1992,MigrRatePopn1992,Net Migration 1997,Population 1997,MigrRatePopn1997,Net Migration 2002,Population 2002,MigrRatePopn2002,Net Migration 2007,Population 2007,MigrRatePopn2007,Net Migration 2012,Population 2012,MigrRatePopn2012,Net Migration 2017,Population 2017,MigrRatePopn2017
Austria,AUT,Europe & Central Asia,High income,15996.0,7129864.0,0.0022435210545390487,50401.0,7376998.0,0.006832182955722639,82001.0,7544201.0,0.010869408171919068,5502.0,7568430.0,0.0007269671517078179,18002.0,7574140.0,0.002376771488248171,110999.0,7574586.0,0.014654134232550796,227841.0,7840709.0,0.02905872415364478,65082.0,7968041.0,0.008167879658249751,178117.0,8081957.0,0.02203884529452458,153763.0,8295487.0,0.018535741180716696,267172.0,8429991.0,0.031693035022220074,324998.0,8797566.0,0.03694180867753649
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,0.0,4171426.0,0.0,-40000.0,4843868.0,-0.008257863343922667,-50466.0,5385263.0,-0.009371130063657059,-50466.0,5863132.0,-0.0086073450162814,-101568.0,6349553.0,-0.015996086653658925,-161568.0,6893489.0,-0.023437768595844573,-115116.0,7382000.0,-0.015594147927390951,-111849.0,7838250.0,-0.014269639268969476,36523.0,8171950.0,0.004469312709940712,53579.0,8581300.0,0.0062436926805961804,8499.0,9295784.0,0.0009142854438097959,6002.0,9854033.0,0.0006090907144313399
Burundi,BDI,Sub-Saharan Africa,Low income,-84989.0,2907321.0,-0.029232754140323686,-57900.0,3253218.0,-0.017797762092795502,-266496.0,3569666.0,-0.07465572409295436,-150290.0,3854445.0,-0.03899134635466325,-139146.0,4379724.0,-0.0317704951270902,-180004.0,5027138.0,-0.035806456874667054,-320001.0,5685565.0,-0.056283060698453014,-455304.0,6122130.0,-0.0743701946871432,-24721.0,6704113.0,-0.003687437845990961,30004.0,7862214.0,0.0038162278462529767,-70001.0,9245988.0,-0.007570959425861249,10003.0,10827024.0,0.0009238919208085251
Belgium,BEL,Europe & Central Asia,High income,38304.0,9220578.0,0.00415418642952752,47288.0,9580991.0,0.00493560634802809,70980.0,9711115.0,0.007309150391072498,73523.0,9830358.0,0.007479178276111612,18478.0,9856303.0,0.0018747394433795308,42556.0,9870234.0,0.004311549249997518,106947.0,10045158.0,0.010646621984442654,50870.0,10181245.0,0.00499644198720294,219560.0,10332785.0,0.02124886949646199,294270.0,10625700.0,0.027694175442559078,258672.0,11106932.0,0.023289239548779088,240000.0,11375158.0,0.021098608036916936
Benin,BEN,Sub-Saharan Africa,Lower middle income,-24295.0,2502896.0,-0.009706755694203834,-23742.0,2735307.0,-0.008679830088542164,-24845.0,3043567.0,-0.008163119129626521,-19393.0,3433439.0,-0.005648272766750771,-10848.0,3927714.0,-0.0027619118907333882,-8723.0,4535263.0,-0.001923372470350672,68259.0,5331803.0,0.012802235941575486,-2851.0,6281639.0,-0.0004538624394047477,25005.0,7295394.0,0.003427505080602912,-48776.0,8454793.0,-0.005769035386200466,-42268.0,9729248.0,-0.004344426208479833,-10000.0,11175204.0,-0.0008948382508274569
Burkina Faso,BFA,Sub-Saharan Africa,Low income,-144723.0,4960326.0,-0.029176106570414927,-144723.0,5343019.0,-0.02708637195563033,-170263.0,5825173.0,-0.029228831487064847,-217400.0,6398935.0,-0.033974403553091254,-217400.0,7158255.0,-0.030370530247944505,-183699.0,8140073.0,-0.022567242333084728,-150001.0,9297113.0,-0.01613414831034107,-137499.0,10665546.0,-0.01289188570374175,-125000.0,12293100.0,-0.010168305797561233,-125000.0,14252021.0,-0.008770685925876757,-125000.0,16571246.0,-0.00754318655338289,-125000.0,19193284.0,-0.006512694753018816
Bangladesh,BGD,South Asia,Lower middle income,-142378.0,50752157.0,-0.002805358597862156,-161822.0,59034249.0,-0.0027411545457281927,-3045287.0,66625705.0,-0.045707388762340304,-1137344.0,73463584.0,-0.015481738544092813,-793826.0,83932127.0,-0.009457951661346555,-219363.0,95671163.0,-0.0022928852657513946,-813794.0,107983704.0,-0.007536266768548706,-719899.0,120160564.0,-0.005991141985651798,-1492537.0,132478086.0,-0.011266293506082206,-3254778.0,142660376.0,-0.022814870472512985,-2306839.0,151007807.0,-0.015276289655673233,-1847503.0,159670593.0,-0.011570715466685842
Bulgaria,BGR,Europe & Central Asia,Upper middle income,-1437.0,8012946.0,-0.00017933479147369769,-6423.0,8310226.0,-0.0007729031677357511,-43396.0,8576200.0,-0.005060049905552576,-94868.0,8804183.0,-0.010775332589065902,-22346.0,8917457.0,-0.002505871348748864,-184143.0,8971359.0,-0.02052565280243495,-356464.0,8540164.0,-0.04173971366357836,-133824.0,8312068.0,-0.016099964533495156,-85500.0,7837161.0,-0.010909562786830588,-83742.0,7545338.0,-0.011098508774557217,-24472.0,7305888.0,-0.003349627040545927,-24001.0,7075947.0,-0.003391913478153525
Bahrain,BHR,Middle East & North Africa,High income,-4195.0,173144.0,-0.024228387931432796,-8033.0,196063.0,-0.04097152445897492,19123.0,229155.0,0.08345006654884249,48962.0,303175.0,0.16149748495093594,3234.0,385950.0,0.0083793237465993,12899.0,448971.0,0.02873014069951066,5480.0,523086.0,0.010476288793812107,39180.0,594931.0,0.06585637662182674,155500.0,735146.0,0.21152260911438,272000.0,1035919.0,0.2625687915754031,42000.0,1299943.0,0.03230910893785343,239000.0,1494074.0,0.1599653029234161
"Bahamas, The",BHS,Latin America & Caribbean,High income,13873.0,121091.0,0.11456673080575765,13929.0,152620.0,0.09126588913641724,949.0,177866.0,0.005335477269405058,2981.0,197101.0,0.01512422565080847,646.0,220184.0,0.002933909820877085,-811.0,243271.0,-0.003333730695397314,-322.0,266029.0,-0.0012103943555025955,-3001.0,287358.0,-0.01044341901043298,11877.0,307660.0,0.03860430345186244,14536.0,337389.0,0.04308379941254754,4999.0,363584.0,0.013749229889104032,4999.0,381761.0,0.013094580116879409
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,-50002.0,3353226.0,-0.014911610490912334,-96958.0,3632672.0,-0.02669054624254543,-82247.0,3851153.0,-0.021356461298733132,-74132.0,4063193.0,-0.018244764646916847,-29999.0,4265185.0,-0.007033458103224127,-134587.0,4479519.0,-0.03004496688148884,-740715.0,4233676.0,-0.1749578852987333,-159283.0,3736070.0,-0.04263383716043864,-6000.0,3759387.0,-0.0015960048805829248,-59246.0,3762786.0,-0.01574524833461164,-258529.0,3604972.0,-0.07171456532810795,-107926.0,3351527.0,-0.032202038056086076
Belarus,BLR,Europe & Central Asia,Upper middle income,-125387.0,8351928.0,-0.01501294072458479,65585.0,8785648.0,0.007465015671012543,37146.0,9188968.0,0.004042456127826324,38298.0,9463000.0,0.004047130930994399,47114.0,9776000.0,0.004819353518821604,-23021.0,10111000.0,-0.0022768272178815153,-63057.0,10216000.0,-0.006172376664056382,56146.0,10117000.0,0.005549668874172186,-6382.0,9865548.0,-0.0006468976685329594,63933.0,9560953.0,0.00668688571107922,72123.0,9464495.0,0.007620374885294989,43648.0,9498264.0,0.004595366058471316
Belize,BLZ,Latin America & Caribbean,Upper middle income,-2418.0,97384.0,-0.024829540786987594,-2957.0,112692.0,-0.026239662087814575,-10665.0,127150.0,-0.08387731026346834,-13542.0,136989.0,-0.0988546525633445,-5332.0,151500.0,-0.035194719471947196,-5404.0,174320.0,-0.031000458926112896,-9011.0,194324.0,-0.04637100924229637,11909.0,221580.0,0.05374582543550862,5797.0,262378.0,0.022094078009589218,8722.0,299025.0,0.029168129755037204,7594.0,338000.0,0.022467455621301775,6000.0,375769.0,0.01596725647937962
Bermuda,BMU,North America,High income,,46600.0,,,52000.0,,,54200.0,,,53400.0,,,55449.0,,,57849.0,,,58595.0,,,60497.0,,,62912.0,,,64888.0,,,64798.0,,,63873.0,
Bolivia,BOL,Latin America & Caribbean,Lower middle income,-20760.0,3802990.0,-0.005458862631771317,-23150.0,4208676.0,-0.005500542213275624,-26620.0,4682390.0,-0.00568513088401436,-40130.0,5228252.0,-0.0076756055369940086,-73670.0,5814345.0,-0.012670386776154494,-64260.0,6442831.0,-0.009973876390673602,-51670.0,7160920.0,-0.007215553308792725,-64330.0,7937458.0,-0.008104609813368462,-77720.0,8742814.0,-0.008889586350573167,-67700.0,9558439.0,-0.0070827464610068655,-57620.0,10377676.0,-0.005552302846995801,-47520.0,11192854.0,-0.004245565965570533
Brazil,BRA,Latin America & Caribbean,Upper middle income,0.0,76514328.0,0.0,0.0,88035814.0,0.0,0.0,99859383.0,0.0,0.0,112425392.0,0.0,0.0,126498314.0,0.0,0.0,140891602.0,0.0,0.0,154259380.0,0.0,0.0,167209040.0,0.0,0.0,179537520.0,0.0,0.0,190130443.0,0.0,15924.0,199287296.0,7.990474214673473e-05,106000.0,207833831.0,0.0005100228364649642
Barbados,BRB,Latin America & Caribbean,High income,-17960.0,232633.0,-0.07720314830656012,-13677.0,236659.0,-0.05779201298070219,-6934.0,241515.0,-0.028710432064261018,-5548.0,248937.0,-0.022286763317626548,-7856.0,254082.0,-0.030919152084760038,-6311.0,258019.0,-0.024459439033559544,-5393.0,262886.0,-0.02051459568025684,-3643.0,268187.0,-0.013583805329863119,-3188.0,273425.0,-0.011659504434488434,-249.0,278700.0,-0.0008934337997847147,-397.0,283700.0,-0.001399365526965104,-397.0,286233.0,-0.0013869819342982816
Brunei Darussalam,BRN,East Asia & Pacific,High income,6422.0,89481.0,0.07176942591164605,10843.0,112448.0,0.09642679282868526,10886.0,142022.0,0.07665009646392812,8293.0,174714.0,0.047466144670719,3622.0,206065.0,0.017576978137966177,3684.0,237563.0,0.015507465388128623,4770.0,273892.0,0.017415623676485623,4188.0,311958.0,0.01342488411901602,422.0,346782.0,0.0012169028380942493,-2257.0,374965.0,-0.006019228461323057,-901.0,398989.0,-0.0022582076197589407,0.0,424473.0,0.0
Bhutan,BTN,South Asia,Lower middle income,5000.0,234554.0,0.02131705278954953,10000.0,269947.0,0.03704430869763324,10001.0,316828.0,0.03156602320501976,10016.0,371428.0,0.026966195332608203,797.0,428934.0,0.0018580947185347862,1595.0,494312.0,0.003226707019048698,-58565.0,534516.0,-0.10956641148253747,143.0,551709.0,0.0002591946116521572,6171.0,616018.0,0.010017564421818843,-10971.0,664876.0,-0.01650082120575867,300.0,701583.0,0.00042760443169233004,1600.0,745568.0,0.002146014850422765
Botswana,BWA,Sub-Saharan Africa,Upper middle income,-22436.0,523778.0,-0.042834941521026085,-24198.0,584092.0,-0.04142840511426282,3992.0,667092.0,0.0059841820918254155,17744.0,800529.0,0.02216534316683093,5203.0,962875.0,0.005403608983512917,46821.0,1154906.0,0.04054096177524404,24296.0,1363554.0,0.01781814288249677,36443.0,1540425.0,0.023657756787899442,26928.0,1704642.0,0.01579686526555136,26928.0,1875459.0,0.014358085140757542,-73138.0,2039551.0,-0.03585985346774854,14999.0,2205128.0,0.006801872725755603
Central African Republic,CAF,Sub-Saharan Africa,Low income,11930.0,1551910.0,0.007687301454336914,13145.0,1708302.0,0.007694775279780741,-50000.0,1867782.0,-0.0267697193783857,-1000.0,2039919.0,-0.0004902155428720454,40000.0,2335333.0,0.017128178294059136,-80000.0,2646840.0,-0.030224720799141618,50000.0,2959236.0,0.01689625295177539,30000.0,3392436.0,0.008843202937358288,-24405.0,3802128.0,-0.0064187739076643395,-125614.0,4198010.0,-0.029922272695872568,-396129.0,4436415.0,-0.0892903391589831,-200000.0,4596028.0,-0.043515835847823384
Canada,CAN,North America,High income,178691.0,18614000.0,0.009599817341785753,611117.0,20412000.0,0.02993910444836371,758104.0,22218463.0,0.03412045198626026,420633.0,23725843.0,0.017728895871055035,373939.0,25116942.0,0.01488791907868402,859217.0,26446601.0,0.03248874968847604,690555.0,28371264.0,0.024339944811764467,783535.0,29905948.0,0.02619997199219366,1052013.0,31360079.0,0.03354624840071353,1326431.0,32889025.0,0.04033050538895574,1241416.0,34714222.0,0.03576102036796331,1210159.0,36543321.0,0.03311573679907198
Central Europe and the Baltics,CEB,N/A,N/A,81694.0,93009498.0,0.000878340403471482,-200621.0,97043270.0,-0.002067335529810568,-123404.0,100357161.0,-0.0012296481762771269,-129100.0,104616884.0,-0.001234026431144709,-321864.0,107730380.0,-0.002987680912292336,-657287.0,110296425.0,-0.00595927746524876,-1411284.0,110111454.0,-0.012816868261498027,-1006566.0,109422013.0,-0.009198935135656845,-804567.0,106959751.0,-0.007522147279493947,-993491.0,105378748.0,-0.00942781176333581,-805917.0,103935318.0,-0.007754024478955267,-642033.0,102738653.0,-0.00624918646733669
Switzerland,CHE,Europe & Central Asia,High income,277152.0,5573815.0,0.04972393235154019,92978.0,5991785.0,0.015517579485912796,25185.0,6260956.0,0.0040225486331480365,-135365.0,6281174.0,-0.02155090752142832,81040.0,6391309.0,0.012679718661701382,130857.0,6545106.0,0.01999310629957712,247406.0,6875364.0,0.03598442206114469,65218.0,7088906.0,0.009200009141043766,186125.0,7284753.0,0.025549939716555937,344872.0,7551117.0,0.04567165361098232,397267.0,7996861.0,0.04967786735320271,259999.0,8451840.0,0.03076241386490989
Channel Islands,CHI,Europe & Central Asia,High income,2934.0,111457.0,0.02632405322231892,3880.0,117474.0,0.0330285850486065,4250.0,123614.0,0.03438121895578171,1726.0,127183.0,0.013570996123695778,5380.0,129979.0,0.041391301671808524,6085.0,136762.0,0.044493353416884804,1170.0,142006.0,0.008239088489218765,2291.0,145373.0,0.015759460147345104,1513.0,149596.0,0.010113906788951577,5970.0,154636.0,0.03860679272614398,3570.0,162056.0,0.022029421928222343,6754.0,168665.0,0.04004387395132363
Chile,CHL,Latin America & Caribbean,High income,-146900.0,8476897.0,-0.017329454398230863,-196500.0,9312095.0,-0.021101588847622366,-161260.0,10103674.0,-0.01596053079305607,-148300.0,10922779.0,-0.013577130874844212,-154520.0,11743911.0,-0.013157456659881023,-68650.0,12642924.0,-0.005429914788699196,3610.0,13719819.0,0.00026312300475684117,19340.0,14786220.0,0.0013079745871493863,42330.0,15684409.0,0.002698858465116537,107169.0,16530195.0,0.006483226604404848,163730.0,17400347.0,0.009409582464073848,558539.0,18470439.0,0.03023961693601327
China,CHN,East Asia & Pacific,Upper middle income,-1125727.0,665770000.0,-0.0016908647130390376,-160002.0,754550000.0,-0.00021204956596647008,-1105479.0,862030000.0,-0.0012824136050949503,-47004.0,943455000.0,-4.982113614321828e-05,-200000.0,1008630000.0,-0.00019828876793274045,-431651.0,1084035000.0,-0.0003981891728588099,-779982.0,1164970000.0,-0.0006695296874597629,-382999.0,1230075000.0,-0.00031136231530597727,-1965578.0,1280400000.0,-0.0015351280849734458,-2178385.0,1317885000.0,-0.0016529401275528592,-1552209.0,1350695000.0,-0.0011491928229541088,-1741996.0,1386395000.0,-0.001256493279332369
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,200706.0,3770766.0,0.05322685098995801,200706.0,4544164.0,0.04416786013885062,393042.0,5576038.0,0.07048768319010738,403322.0,7026496.0,0.057400160762917964,427498.0,8764989.0,0.048773364119452975,319134.0,10698194.0,0.029830642443014213,375000.0,12812421.0,0.02926847314804907,180000.0,15130663.0,0.011896372287189266,-300000.0,17231539.0,-0.017409936512345184,-200000.0,19171237.0,-0.010432295005272743,-80000.0,21547188.0,-0.003712781454359613,-40000.0,24437469.0,-0.0016368307208901216
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,0.0,5398729.0,0.0,-1000.0,6052420.0,-0.00016522316693157448,-2500.0,6867178.0,-0.00036405056050680496,0.0,7887560.0,0.0,-16500.0,9166816.0,-0.0017999706768413372,-19500.0,10731064.0,-0.0018171543846910241,-48000.0,12499499.0,-0.003840153913368848,-48000.0,14344449.0,-0.003346242159597765,-54000.0,16357602.0,-0.00330121737892877,-54000.0,18730282.0,-0.002883031873198706,-36000.0,21485266.0,-0.0016755668745269433,-24000.0,24566045.0,-0.000976958236460122
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,122650.0,16041190.0,0.007645941479403959,242939.0,18378625.0,0.013218562324439397,27450.0,21121363.0,0.0012996320360575216,100685.0,24249130.0,0.00415210772510189,-450468.0,27717291.0,-0.01625223763750938,74515.0,31528708.0,0.002363401633837961,1287106.0,37333914.0,0.03447551735400687,-958174.0,43827180.0,-0.021862551959765608,-241564.0,49871666.0,-0.00484371225938191,-43426.0,58453683.0,-0.000742912982916748,15060.0,69020747.0,0.00021819526236075074,119303.0,81398764.0,0.00146566107563992
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,0.0,1069238.0,0.0,0.0,1219541.0,0.0,0.0,1406522.0,0.0,-7407.0,1629209.0,-0.004546378027619538,2098.0,1884875.0,0.0011130711585648917,2000.0,2171321.0,0.0009210982623020733,22530.0,2489952.0,0.009048367197439951,49302.0,2867280.0,0.017194693228425546,51485.0,3310387.0,0.015552562283503409,91771.0,3876119.0,0.02367600169138254,-60000.0,4510198.0,-0.01330318535904632,-20000.0,5110702.0,-0.00391335671694417
Colombia,COL,Latin America & Caribbean,Upper middle income,-306563.0,17092918.0,-0.01793508867239637,-338635.0,19837510.0,-0.01707043877986703,-380422.0,22516425.0,-0.01689531086751116,-419350.0,25164545.0,-0.016664318786610288,-370972.0,28101819.0,-0.013200995992465827,-324000.0,31195413.0,-0.01038614234727394,-287950.0,34422569.0,-0.008365151363339558,-259000.0,37723800.0,-0.0068656922155244165,-231000.0,40875360.0,-0.005651326373639278,-195000.0,43737516.0,-0.004458415059510924,-193380.0,46076848.0,-0.004196901663065147,1023981.0,48901066.0,0.020939850268294764
Comoros,COM,Sub-Saharan Africa,Lower middle income,-8491.0,197198.0,-0.04305824602683597,-5500.0,215897.0,-0.025475110816732052,-5500.0,239235.0,-0.022989947123121617,10000.0,275900.0,0.03624501631025734,-4500.0,326946.0,-0.01376374080123323,-4500.0,376654.0,-0.011947304422626601,-3000.0,436448.0,-0.006873671090255884,-6000.0,501953.0,-0.011953310369695968,-10000.0,569479.0,-0.01755991002302104,-10000.0,641620.0,-0.01558554907889405,-10000.0,723871.0,-0.013814616140168622,-10000.0,813892.0,-0.012286642453789938
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,-1167.0,210142.0,-0.00555338770926326,4267.0,247527.0,0.017238523474206853,-34907.0,271843.0,-0.1284086770672778,-27982.0,273335.0,-0.10237254650886275,-20313.0,294254.0,-0.0690321966736221,-27757.0,321135.0,-0.08643405421395986,-6376.0,355757.0,-0.017922345870917507,-5438.0,404259.0,-0.013451772254915784,-9859.0,442951.0,-0.022257540901815327,-11341.0,475060.0,-0.023872773965393845,-8029.0,505235.0,-0.015891614793116075,-6709.0,537497.0,-0.01248193013170306
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,7905.0,1433335.0,0.005515109866151318,7827.0,1696732.0,0.00461298543317389,12638.0,1944169.0,0.006500463694257032,17425.0,2205615.0,0.007900290848584181,18876.0,2523354.0,0.007480519974605228,17417.0,2884851.0,0.006037400198485121,69202.0,3286520.0,0.021056314886262674,89527.0,3718949.0,0.024073199175358415,41792.0,4100925.0,0.010190871571657614,30339.0,4404628.0,0.0068879823676369495,19658.0,4688000.0,0.004193259385665529,21000.0,4949954.0,0.004242463667339131
Caribbean small states,CSS,N/A,N/A,-262832.0,4353628.0,-0.06037079879126099,-298610.0,4712526.0,-0.0633651676404544,-284690.0,5012612.0,-0.05679474094543922,-271073.0,5303307.0,-0.05111395587696507,-266114.0,5617885.0,-0.04736907216861862,-341887.0,5894827.0,-0.05799780044435571,-236400.0,6112815.0,-0.038672853668890686,-230119.0,6378552.0,-0.03607699678547733,-176783.0,6604965.0,-0.02676516832413192,-142453.0,6833393.0,-0.020846598461408558,-91451.0,7072665.0,-0.012930203819917952,-87055.0,7314990.0,-0.01190090485427868
Cuba,CUB,Latin America & Caribbean,Upper middle income,-204043.0,7453540.0,-0.027375314280194376,-248423.0,8266380.0,-0.030052211487979017,-190000.0,9025345.0,-0.021051826827672517,-160000.0,9646142.0,-0.016586942220008786,-270000.0,9940317.0,-0.02716211163084638,-69999.0,10286643.0,-0.006804843912635055,-120006.0,10736387.0,-0.011177503195441819,-132839.0,10989732.0,-0.012087555911281548,-145629.0,11199651.0,-0.013002994468309772,-240000.0,11251122.0,-0.0213312059010648,-80000.0,11257101.0,-0.007106625409152854,-72000.0,11339259.0,-0.006349621258320319
Curacao,CUW,Latin America & Caribbean,High income,-7752.0,128414.0,-0.060367249676826516,-4526.0,138140.0,-0.03276386274793688,-5000.0,147710.0,-0.03385011170536863,-13251.0,149459.0,-0.0886597662235128,-8464.0,150101.0,-0.05638869827649383,-14547.0,151456.0,-0.09604769702091696,-11517.0,143912.0,-0.08002807271110123,-17077.0,146956.0,-0.11620485043142165,-6070.0,129205.0,-0.04697960605239735,15363.0,144056.0,0.1066460265452324,6817.0,152088.0,0.04482273420651202,2573.0,160175.0,0.016063680349617606
