,Country Name,Country Code,Region,Income Group,Net Migration 1962,Population 1962,MigrRatePopn1962,Net Migration 1967,Population 1967,MigrRatePopn1967,Net Migration 1972,Population 1972,MigrRatePopn1972,Net Migration 1977,Population 1977,MigrRatePopn1977,Net Migration 1982,Population 1982,MigrRatePopn1982,Net Migration 1987,Population 1987,MigrRatePopn1987,Net Migration 1992,Population 1992,MigrRatePopn1992,Net Migration 1997,Population 1997,MigrRatePopn1997,Net Migration 2002,Population 2002,MigrRatePopn2002,Net Migration 2007,Population 2007,MigrRatePopn2007,Net Migration 2012,Population 2012,MigrRatePopn2012,Net Migration 2017,Population 2017,MigrRatePopn2017,Country,Happiness.Rank,Happiness.Score,Whisker.high,Whisker.low,Economy..GDP.per.Capita.,Family,Health..Life.Expectancy.,Freedom,Generosity,Trust..Government.Corruption.,Dystopia.Residual
10,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,-1880.0,55841.0,-0.033667018857112166,-1202.0,61241.0,-0.01962737381819369,-7018.0,64133.0,-0.10942884318525564,-4428.0,62159.0,-0.07123666725655174,-3763.0,61779.0,-0.06091066543647518,-2890.0,61717.0,-0.04682664419851905,2231.0,64471.0,0.034604705991841296,2469.0,71704.0,0.034433225482539326,252.0,78295.0,0.003218596334376397,1887.0,84026.0,0.022457334634517892,943.0,90409.0,0.01043037750666416,0.0,95426.0,0.0,,,,,,,,,,,,
11,Australia,AUS,East Asia & Pacific,High income,384343.0,10742000.0,0.035779463787004286,806193.0,11799000.0,0.06832723112128146,259531.0,13177000.0,0.019695757759732868,235744.0,14192000.0,0.016611048478015783,453572.0,15178000.0,0.029883515614705494,654209.0,16263900.0,0.04022460787388018,351078.0,17495000.0,0.02006733352386396,388419.0,18517000.0,0.02097634606037695,589282.0,19651400.0,0.029986769390475995,1210802.0,20827600.0,0.058134494612917476,989375.0,22733465.0,0.04352064236578102,791229.0,24601860.0,0.032161348776068154,Australia,10.0,7.28399991989136,7.35665122494102,7.211348614841699,1.4844149351120002,1.5100419521331798,0.84388679265976,0.601607382297516,0.47769924998283403,0.301183730363846,2.06521081924438
12,Austria,AUT,Europe & Central Asia,High income,15996.0,7129864.0,0.0022435210545390487,50401.0,7376998.0,0.006832182955722639,82001.0,7544201.0,0.010869408171919068,5502.0,7568430.0,0.0007269671517078179,18002.0,7574140.0,0.0023767714882481712,110999.0,7574586.0,0.014654134232550797,227841.0,7840709.0,0.029058724153644782,65082.0,7968041.0,0.008167879658249751,178117.0,8081957.0,0.02203884529452458,153763.0,8295487.0,0.018535741180716696,267172.0,8429991.0,0.031693035022220074,324998.0,8797566.0,0.036941808677536485,Austria,13.0,7.00600004196167,7.07066981211305,6.94133027181029,1.4870972633361799,1.4599449634552,0.8153284192085269,0.567766189575195,0.316472321748734,0.22106036543846105,2.1385064125061004
13,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,0.0,4171426.0,0.0,-40000.0,4843868.0,-0.008257863343922667,-50466.0,5385263.0,-0.009371130063657059,-50466.0,5863132.0,-0.0086073450162814,-101568.0,6349553.0,-0.015996086653658925,-161568.0,6893489.0,-0.023437768595844573,-115116.0,7382000.0,-0.015594147927390953,-111849.0,7838250.0,-0.014269639268969476,36523.0,8171950.0,0.004469312709940712,53579.0,8581300.0,0.006243692680596181,8499.0,9295784.0,0.0009142854438097961,6002.0,9854033.0,0.0006090907144313399,Azerbaijan,85.0,5.234000205993651,5.29928653523326,5.168713876754049,1.1536017656326298,1.15240025520325,0.5407757759094239,0.39815583825111406,0.0452693402767181,0.180987507104874,1.7624816894531203
14,Burundi,BDI,Sub-Saharan Africa,Low income,-84989.0,2907321.0,-0.029232754140323686,-57900.0,3253218.0,-0.017797762092795502,-266496.0,3569666.0,-0.07465572409295436,-150290.0,3854445.0,-0.03899134635466325,-139146.0,4379724.0,-0.0317704951270902,-180004.0,5027138.0,-0.03580645687466705,-320001.0,5685565.0,-0.05628306069845301,-455304.0,6122130.0,-0.0743701946871432,-24721.0,6704113.0,-0.003687437845990961,30004.0,7862214.0,0.003816227846252977,-70001.0,9245988.0,-0.0075709594258612485,10003.0,10827024.0,0.0009238919208085252,Burundi,154.0,2.90499997138977,3.07469033300877,2.73530960977077,0.09162256866693501,0.629793584346771,0.151610791683197,0.0599007532000542,0.20443518459796897,0.0841479450464249,1.68302416801453
15,Belgium,BEL,Europe & Central Asia,High income,38304.0,9220578.0,0.00415418642952752,47288.0,9580991.0,0.00493560634802809,70980.0,9711115.0,0.0073091503910724985,73523.0,9830358.0,0.007479178276111612,18478.0,9856303.0,0.0018747394433795308,42556.0,9870234.0,0.004311549249997518,106947.0,10045158.0,0.010646621984442654,50870.0,10181245.0,0.00499644198720294,219560.0,10332785.0,0.02124886949646199,294270.0,10625700.0,0.02769417544255908,258672.0,11106932.0,0.023289239548779088,240000.0,11375158.0,0.021098608036916936,Belgium,17.0,6.89099979400635,6.95582075044513,6.8261788375675705,1.4637807607650801,1.4623126983642598,0.8180918693542479,0.5397707223892211,0.23150333762168898,0.251343131065369,2.12421035766602
16,Benin,BEN,Sub-Saharan Africa,Lower middle income,-24295.0,2502896.0,-0.009706755694203834,-23742.0,2735307.0,-0.008679830088542164,-24845.0,3043567.0,-0.00816311912962652,-19393.0,3433439.0,-0.005648272766750771,-10848.0,3927714.0,-0.002761911890733388,-8723.0,4535263.0,-0.0019233724703506718,68259.0,5331803.0,0.012802235941575486,-2851.0,6281639.0,-0.00045386243940474764,25005.0,7295394.0,0.003427505080602912,-48776.0,8454793.0,-0.005769035386200465,-42268.0,9729248.0,-0.0043444262084798325,-10000.0,11175204.0,-0.0008948382508274568,Benin,143.0,3.65700006484985,3.74578355133533,3.56821657836437,0.43108540773391707,0.43529984354972795,0.20993021130561804,0.42596277594566295,0.207948461174965,0.0609290152788162,1.88563096523285
17,Burkina Faso,BFA,Sub-Saharan Africa,Low income,-144723.0,4960326.0,-0.029176106570414924,-144723.0,5343019.0,-0.02708637195563033,-170263.0,5825173.0,-0.02922883148706485,-217400.0,6398935.0,-0.03397440355309125,-217400.0,7158255.0,-0.030370530247944505,-183699.0,8140073.0,-0.022567242333084728,-150001.0,9297113.0,-0.01613414831034107,-137499.0,10665546.0,-0.01289188570374175,-125000.0,12293100.0,-0.010168305797561231,-125000.0,14252021.0,-0.008770685925876756,-125000.0,16571246.0,-0.00754318655338289,-125000.0,19193284.0,-0.006512694753018816,Burkina Faso,134.0,4.03200006484985,4.1240590643882795,3.93994106531143,0.35022771358490007,1.04328000545502,0.21584425866603896,0.32436785101890603,0.250864684581757,0.12032810598611803,1.72721290588379
18,Bangladesh,BGD,South Asia,Lower middle income,-142378.0,50752157.0,-0.002805358597862156,-161822.0,59034249.0,-0.002741154545728193,-3045287.0,66625705.0,-0.045707388762340304,-1137344.0,73463584.0,-0.015481738544092813,-793826.0,83932127.0,-0.009457951661346557,-219363.0,95671163.0,-0.0022928852657513946,-813794.0,107983704.0,-0.007536266768548706,-719899.0,120160564.0,-0.005991141985651797,-1492537.0,132478086.0,-0.011266293506082206,-3254778.0,142660376.0,-0.022814870472512985,-2306839.0,151007807.0,-0.015276289655673231,-1847503.0,159670593.0,-0.011570715466685842,Bangladesh,110.0,4.60799980163574,4.68982165828347,4.52617794498801,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.17225535213947304,0.123717859387398,1.9787361621856698
19,Bulgaria,BGR,Europe & Central Asia,Upper middle income,-1437.0,8012946.0,-0.00017933479147369769,-6423.0,8310226.0,-0.0007729031677357512,-43396.0,8576200.0,-0.005060049905552576,-94868.0,8804183.0,-0.010775332589065902,-22346.0,8917457.0,-0.002505871348748864,-184143.0,8971359.0,-0.02052565280243495,-356464.0,8540164.0,-0.041739713663578364,-133824.0,8312068.0,-0.016099964533495156,-85500.0,7837161.0,-0.010909562786830588,-83742.0,7545338.0,-0.011098508774557215,-24472.0,7305888.0,-0.003349627040545927,-24001.0,7075947.0,-0.003391913478153525,Bulgaria,105.0,4.71400022506714,4.8036947064101705,4.62430574372411,1.1614590883255,1.4343794584274299,0.708217680454254,0.28923171758651695,0.113177694380283,0.0110515309497714,0.996139287948608
20,Bahrain,BHR,Middle East & North Africa,High income,-4195.0,173144.0,-0.0242283879314328,-8033.0,196063.0,-0.040971524458974916,19123.0,229155.0,0.08345006654884249,48962.0,303175.0,0.16149748495093594,3234.0,385950.0,0.0083793237465993,12899.0,448971.0,0.028730140699510662,5480.0,523086.0,0.010476288793812108,39180.0,594931.0,0.06585637662182674,155500.0,735146.0,0.21152260911438,272000.0,1035919.0,0.2625687915754031,42000.0,1299943.0,0.03230910893785343,239000.0,1494074.0,0.1599653029234161,Bahrain,41.0,6.08699989318848,6.17898906782269,5.995010718554259,1.4884122610092199,1.3231104612350502,0.653133034706116,0.536746919155121,0.17266848683357197,0.257042169570923,1.65614938735962
21,"Bahamas, The",BHS,Latin America & Caribbean,High income,13873.0,121091.0,0.11456673080575765,13929.0,152620.0,0.09126588913641724,949.0,177866.0,0.005335477269405058,2981.0,197101.0,0.01512422565080847,646.0,220184.0,0.0029339098208770852,-811.0,243271.0,-0.003333730695397314,-322.0,266029.0,-0.0012103943555025955,-3001.0,287358.0,-0.01044341901043298,11877.0,307660.0,0.038604303451862436,14536.0,337389.0,0.04308379941254754,4999.0,363584.0,0.013749229889104032,4999.0,381761.0,0.013094580116879407,,,,,,,,,,,,
22,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,-50002.0,3353226.0,-0.014911610490912334,-96958.0,3632672.0,-0.02669054624254543,-82247.0,3851153.0,-0.02135646129873313,-74132.0,4063193.0,-0.018244764646916847,-29999.0,4265185.0,-0.007033458103224127,-134587.0,4479519.0,-0.030044966881488836,-740715.0,4233676.0,-0.1749578852987333,-159283.0,3736070.0,-0.042633837160438635,-6000.0,3759387.0,-0.0015960048805829248,-59246.0,3762786.0,-0.01574524833461164,-258529.0,3604972.0,-0.07171456532810795,-107926.0,3351527.0,-0.03220203805608608,Bosnia and Herzegovina,90.0,5.18200016021729,5.27633568674326,5.087664633691309,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.328867495059967,0.0,1.89217257499695
23,Belarus,BLR,Europe & Central Asia,Upper middle income,-125387.0,8351928.0,-0.01501294072458479,65585.0,8785648.0,0.0074650156710125435,37146.0,9188968.0,0.004042456127826324,38298.0,9463000.0,0.004047130930994399,47114.0,9776000.0,0.004819353518821604,-23021.0,10111000.0,-0.0022768272178815157,-63057.0,10216000.0,-0.006172376664056382,56146.0,10117000.0,0.005549668874172186,-6382.0,9865548.0,-0.0006468976685329594,63933.0,9560953.0,0.006686885711079221,72123.0,9464495.0,0.007620374885294989,43648.0,9498264.0,0.0045953660584713155,Belarus,67.0,5.5689997673034695,5.64611424401402,5.49188529059291,1.15655755996704,1.4449452161788898,0.6377142667770389,0.295400261878967,0.15513750910759,0.156313821673393,1.72323298454285
24,Belize,BLZ,Latin America & Caribbean,Upper middle income,-2418.0,97384.0,-0.024829540786987597,-2957.0,112692.0,-0.026239662087814572,-10665.0,127150.0,-0.08387731026346834,-13542.0,136989.0,-0.0988546525633445,-5332.0,151500.0,-0.0351947194719472,-5404.0,174320.0,-0.031000458926112893,-9011.0,194324.0,-0.04637100924229637,11909.0,221580.0,0.05374582543550862,5797.0,262378.0,0.022094078009589214,8722.0,299025.0,0.029168129755037207,7594.0,338000.0,0.02246745562130177,6000.0,375769.0,0.01596725647937962,Belize,50.0,5.955999851226809,6.19724231779575,5.71475738465786,0.907975316047668,1.0814177989959701,0.45019176602363603,0.5475093722343439,0.24001564085483604,0.0965810716152191,2.63195562362671
25,Bermuda,BMU,North America,High income,,46600.0,,,52000.0,,,54200.0,,,53400.0,,,55449.0,,,57849.0,,,58595.0,,,60497.0,,,62912.0,,,64888.0,,,64798.0,,,63873.0,,,,,,,,,,,,,
26,Bolivia,BOL,Latin America & Caribbean,Lower middle income,-20760.0,3802990.0,-0.005458862631771317,-23150.0,4208676.0,-0.005500542213275624,-26620.0,4682390.0,-0.00568513088401436,-40130.0,5228252.0,-0.007675605536994008,-73670.0,5814345.0,-0.012670386776154494,-64260.0,6442831.0,-0.009973876390673602,-51670.0,7160920.0,-0.007215553308792725,-64330.0,7937458.0,-0.008104609813368463,-77720.0,8742814.0,-0.008889586350573167,-67700.0,9558439.0,-0.0070827464610068655,-57620.0,10377676.0,-0.005552302846995801,-47520.0,11192854.0,-0.004245565965570533,Bolivia,58.0,5.82299995422363,5.9039769025146995,5.7420230059325705,0.833756566047668,1.2276190519332901,0.47363024950027505,0.5587329268455511,0.22556072473526,0.0604777261614799,2.4432790279388397
27,Brazil,BRA,Latin America & Caribbean,Upper middle income,0.0,76514328.0,0.0,0.0,88035814.0,0.0,0.0,99859383.0,0.0,0.0,112425392.0,0.0,0.0,126498314.0,0.0,0.0,140891602.0,0.0,0.0,154259380.0,0.0,0.0,167209040.0,0.0,0.0,179537520.0,0.0,0.0,190130443.0,0.0,15924.0,199287296.0,7.990474214673473e-05,106000.0,207833831.0,0.0005100228364649642,Brazil,22.0,6.6350002288818395,6.725469501614571,6.5445309561491,1.1073532104492199,1.43130600452423,0.6165523529052729,0.437453746795654,0.16234989464282998,0.11109276115894301,2.7692670822143595
28,Barbados,BRB,Latin America & Caribbean,High income,-17960.0,232633.0,-0.07720314830656012,-13677.0,236659.0,-0.05779201298070219,-6934.0,241515.0,-0.028710432064261018,-5548.0,248937.0,-0.022286763317626548,-7856.0,254082.0,-0.030919152084760038,-6311.0,258019.0,-0.024459439033559544,-5393.0,262886.0,-0.02051459568025684,-3643.0,268187.0,-0.01358380532986312,-3188.0,273425.0,-0.011659504434488434,-249.0,278700.0,-0.0008934337997847148,-397.0,283700.0,-0.001399365526965104,-397.0,286233.0,-0.0013869819342982813,,,,,,,,,,,,
29,Brunei Darussalam,BRN,East Asia & Pacific,High income,6422.0,89481.0,0.07176942591164605,10843.0,112448.0,0.09642679282868526,10886.0,142022.0,0.07665009646392812,8293.0,174714.0,0.047466144670719,3622.0,206065.0,0.017576978137966177,3684.0,237563.0,0.015507465388128625,4770.0,273892.0,0.017415623676485626,4188.0,311958.0,0.01342488411901602,422.0,346782.0,0.0012169028380942491,-2257.0,374965.0,-0.006019228461323057,-901.0,398989.0,-0.002258207619758941,0.0,424473.0,0.0,,,,,,,,,,,,
30,Bhutan,BTN,South Asia,Lower middle income,5000.0,234554.0,0.021317052789549533,10000.0,269947.0,0.03704430869763324,10001.0,316828.0,0.031566023205019764,10016.0,371428.0,0.026966195332608203,797.0,428934.0,0.0018580947185347864,1595.0,494312.0,0.003226707019048698,-58565.0,534516.0,-0.10956641148253747,143.0,551709.0,0.00025919461165215717,6171.0,616018.0,0.010017564421818843,-10971.0,664876.0,-0.01650082120575867,300.0,701583.0,0.0004276044316923301,1600.0,745568.0,0.0021460148504227647,Bhutan,97.0,5.01100015640259,5.07933456212282,4.94266575068235,0.885416388511658,1.3401265144348102,0.495879292488098,0.5015376806259161,0.474054545164108,0.17338038980960802,1.14018440246582
31,Botswana,BWA,Sub-Saharan Africa,Upper middle income,-22436.0,523778.0,-0.042834941521026085,-24198.0,584092.0,-0.041428405114262816,3992.0,667092.0,0.0059841820918254155,17744.0,800529.0,0.02216534316683093,5203.0,962875.0,0.005403608983512917,46821.0,1154906.0,0.040540961775244036,24296.0,1363554.0,0.01781814288249677,36443.0,1540425.0,0.023657756787899442,26928.0,1704642.0,0.01579686526555136,26928.0,1875459.0,0.01435808514075754,-73138.0,2039551.0,-0.03585985346774854,14999.0,2205128.0,0.006801872725755603,Botswana,142.0,3.7660000324249303,3.8741226662695403,3.65787739858031,1.12209415435791,1.2215549945831299,0.34175550937652605,0.505196332931519,0.0993484482169151,0.0985831990838051,0.37791371345520003
32,Central African Republic,CAF,Sub-Saharan Africa,Low income,11930.0,1551910.0,0.007687301454336914,13145.0,1708302.0,0.00769477527978074,-50000.0,1867782.0,-0.0267697193783857,-1000.0,2039919.0,-0.0004902155428720454,40000.0,2335333.0,0.01712817829405914,-80000.0,2646840.0,-0.030224720799141618,50000.0,2959236.0,0.01689625295177539,30000.0,3392436.0,0.008843202937358288,-24405.0,3802128.0,-0.0064187739076643395,-125614.0,4198010.0,-0.029922272695872568,-396129.0,4436415.0,-0.0892903391589831,-200000.0,4596028.0,-0.04351583584782338,Central African Republic,155.0,2.69300007820129,2.8648842692375203,2.52111588716507,0.0,0.0,0.0187726859003305,0.270842045545578,0.280876487493515,0.0565650761127472,2.06600475311279
33,Canada,CAN,North America,High income,178691.0,18614000.0,0.00959981734178575,611117.0,20412000.0,0.029939104448363712,758104.0,22218463.0,0.034120451986260264,420633.0,23725843.0,0.01772889587105504,373939.0,25116942.0,0.014887919078684019,859217.0,26446601.0,0.03248874968847604,690555.0,28371264.0,0.02433994481176447,783535.0,29905948.0,0.02619997199219366,1052013.0,31360079.0,0.03354624840071353,1326431.0,32889025.0,0.04033050538895574,1241416.0,34714222.0,0.03576102036796331,1210159.0,36543321.0,0.03311573679907198,Canada,7.0,7.31599998474121,7.3844028353691105,7.24759713411331,1.47920441627502,1.48134899139404,0.83455765247345,0.611100912094116,0.435539722442627,0.287371516227722,2.18726444244385
34,Central Europe and the Baltics,CEB,,,81694.0,93009498.0,0.000878340403471482,-200621.0,97043270.0,-0.002067335529810568,-123404.0,100357161.0,-0.0012296481762771269,-129100.0,104616884.0,-0.001234026431144709,-321864.0,107730380.0,-0.002987680912292336,-657287.0,110296425.0,-0.00595927746524876,-1411284.0,110111454.0,-0.012816868261498028,-1006566.0,109422013.0,-0.009198935135656843,-804567.0,106959751.0,-0.007522147279493947,-993491.0,105378748.0,-0.009427811763335809,-805917.0,103935318.0,-0.007754024478955267,-642033.0,102738653.0,-0.00624918646733669,,,,,,,,,,,,
35,Switzerland,CHE,Europe & Central Asia,High income,277152.0,5573815.0,0.049723932351540184,92978.0,5991785.0,0.015517579485912796,25185.0,6260956.0,0.0040225486331480365,-135365.0,6281174.0,-0.02155090752142832,81040.0,6391309.0,0.01267971866170138,130857.0,6545106.0,0.01999310629957712,247406.0,6875364.0,0.03598442206114469,65218.0,7088906.0,0.009200009141043766,186125.0,7284753.0,0.025549939716555937,344872.0,7551117.0,0.04567165361098232,397267.0,7996861.0,0.04967786735320271,259999.0,8451840.0,0.03076241386490989,Switzerland,4.0,7.49399995803833,7.56177242040634,7.42622749567032,1.5649795532226598,1.51691174507141,0.858131289482117,0.620070576667786,0.29054927825927696,0.36700728535652205,2.2767162322998
36,Channel Islands,CHI,Europe & Central Asia,High income,2934.0,111457.0,0.02632405322231892,3880.0,117474.0,0.0330285850486065,4250.0,123614.0,0.034381218955781716,1726.0,127183.0,0.013570996123695778,5380.0,129979.0,0.041391301671808524,6085.0,136762.0,0.0444933534168848,1170.0,142006.0,0.008239088489218765,2291.0,145373.0,0.015759460147345104,1513.0,149596.0,0.010113906788951577,5970.0,154636.0,0.03860679272614398,3570.0,162056.0,0.022029421928222343,6754.0,168665.0,0.04004387395132363,,,,,,,,,,,,
37,Chile,CHL,Latin America & Caribbean,High income,-146900.0,8476897.0,-0.017329454398230863,-196500.0,9312095.0,-0.02110158884762237,-161260.0,10103674.0,-0.01596053079305607,-148300.0,10922779.0,-0.013577130874844212,-154520.0,11743911.0,-0.013157456659881023,-68650.0,12642924.0,-0.005429914788699196,3610.0,13719819.0,0.0002631230047568412,19340.0,14786220.0,0.0013079745871493866,42330.0,15684409.0,0.002698858465116537,107169.0,16530195.0,0.006483226604404847,163730.0,17400347.0,0.009409582464073848,558539.0,18470439.0,0.030239616936013267,Chile,20.0,6.65199995040894,6.739250560104849,6.5647493407130195,1.25278460979462,1.28402495384216,0.8194797039031979,0.376895278692245,0.3266624212265011,0.0822879821062088,2.5095858573913596
38,China,CHN,East Asia & Pacific,Upper middle income,-1125727.0,665770000.0,-0.0016908647130390376,-160002.0,754550000.0,-0.00021204956596647008,-1105479.0,862030000.0,-0.0012824136050949505,-47004.0,943455000.0,-4.982113614321828e-05,-200000.0,1008630000.0,-0.00019828876793274042,-431651.0,1084035000.0,-0.00039818917285880986,-779982.0,1164970000.0,-0.0006695296874597629,-382999.0,1230075000.0,-0.00031136231530597727,-1965578.0,1280400000.0,-0.0015351280849734458,-2178385.0,1317885000.0,-0.0016529401275528592,-1552209.0,1350695000.0,-0.0011491928229541088,-1741996.0,1386395000.0,-0.0012564932793323689,China,79.0,5.2729997634887695,5.319278089776629,5.2267214372009,1.08116579055786,1.16083741188049,0.741415500640869,0.47278770804405196,0.0288068410009146,0.0227942746132612,1.76493859291077
